,PaperSecUID,PaperTitle,ArticleNumber,countryNumber,AuthorNumber,AffiliationNumber,Country,FullOrgName,OrgFirstClassName,Fullname,journaltitle
583,424165700009,Identifying Preferences in Networks With Bounded Degree,10.3982/ECTA13564,3,3,8,USA,Harvard Univ,,"Tamer, Elie",ECONOMETRICA
584,424165700010,Identification of Nonparametric Simultaneous Equations Models With a Residual Index Structure,10.3982/ECTA13575,1,2,2,USA,NBER,,"Berry, Steven T.",ECONOMETRICA
585,424165700010,Identification of Nonparametric Simultaneous Equations Models With a Residual Index Structure,10.3982/ECTA13575,1,2,2,USA,Yale Univ,Cowles Fdn,"Berry, Steven T.",ECONOMETRICA
586,424165700010,Identification of Nonparametric Simultaneous Equations Models With a Residual Index Structure,10.3982/ECTA13575,1,2,2,USA,NBER,,"Haile, Philip A.",ECONOMETRICA
587,424165700010,Identification of Nonparametric Simultaneous Equations Models With a Residual Index Structure,10.3982/ECTA13575,1,2,2,USA,Yale Univ,Cowles Fdn,"Haile, Philip A.",ECONOMETRICA
588,424165700011,Identification of Treatment Effects Under Conditional Partial Independence,10.3982/ECTA14481,1,2,2,USA,Duke Univ,Dept Econ,"Masten, Matthew A.",ECONOMETRICA
589,424165700011,Identification of Treatment Effects Under Conditional Partial Independence,10.3982/ECTA14481,1,2,2,USA,Univ Iowa,Dept Econ,"Poirier, Alexandre",ECONOMETRICA
590,428847600001,Demand Analysis Using Strategic Reports: An Application to a School Choice Mechanism,10.3982/ECTA13615,1,2,3,USA,NBER,,"Agarwal, Nikhil",ECONOMETRICA
591,428847600001,Demand Analysis Using Strategic Reports: An Application to a School Choice Mechanism,10.3982/ECTA13615,1,2,3,USA,MIT,Dept Econ,"Agarwal, Nikhil",ECONOMETRICA
592,428847600001,Demand Analysis Using Strategic Reports: An Application to a School Choice Mechanism,10.3982/ECTA13615,1,2,3,USA,Stanford Grad Sch Business,,"Somaini, Paulo",ECONOMETRICA
593,428847600001,Demand Analysis Using Strategic Reports: An Application to a School Choice Mechanism,10.3982/ECTA13615,1,2,3,USA,NBER,,"Somaini, Paulo",ECONOMETRICA
594,428847600002,A Theory of Non-Bayesian Social Learning,10.3982/ECTA14613,1,3,3,USA,Northwestern Univ,Kellogg Sch Management,"Tahbaz-Salehi, Alireza",ECONOMETRICA
595,428847600002,A Theory of Non-Bayesian Social Learning,10.3982/ECTA14613,1,3,3,USA,MIT,Dept Econ,"Molavi, Pooya",ECONOMETRICA
596,428847600002,A Theory of Non-Bayesian Social Learning,10.3982/ECTA14613,1,3,3,USA,MIT,Inst Data Syst & Soc,"Jadbabaie, Ali",ECONOMETRICA
597,428847600003,A News-Utility Theory for Inattention and Delegation in Portfolio Choice,10.3982/ECTA14417,1,1,3,USA,NBER,,"Pagel, Michaela",ECONOMETRICA
598,428847600003,A News-Utility Theory for Inattention and Delegation in Portfolio Choice,10.3982/ECTA14417,1,1,3,USA,Columbia GSB,,"Pagel, Michaela",ECONOMETRICA
599,428847600003,A News-Utility Theory for Inattention and Delegation in Portfolio Choice,10.3982/ECTA14417,1,1,3,USA,CEPR,,"Pagel, Michaela",ECONOMETRICA
600,428847600004,Multiproduct-Firm Oligopoly: An Aggregative Games Approach,10.3982/ECTA14720,2,2,3,USA,Univ Calif Los Angeles,Dept Econ,"Nocke, Volker",ECONOMETRICA
601,428847600004,Multiproduct-Firm Oligopoly: An Aggregative Games Approach,10.3982/ECTA14720,2,2,3,USA,CEPR,,"Nocke, Volker",ECONOMETRICA
602,428847600004,Multiproduct-Firm Oligopoly: An Aggregative Games Approach,10.3982/ECTA14720,2,2,3,Germany,Univ Mannheim,Dept Econ,"Schutz, Nicolas",ECONOMETRICA
603,428847600005,A Theory of Input-Output Architecture,10.3982/ECTA10731,1,1,1,USA,Princeton Univ,Dept Econ,"Oberfield, Ezra",ECONOMETRICA
604,428847600006,Who Should Be Treated? Empirical Welfare Maximization Methods for Treatment Choice,10.3982/ECTA13288,1,2,3,England,Univ Bristol,Dept Econ,"Tetenov, Aleksey",ECONOMETRICA
605,428847600006,Who Should Be Treated? Empirical Welfare Maximization Methods for Treatment Choice,10.3982/ECTA13288,1,2,3,England,Cemmap,,"Kitagawa, Toru",ECONOMETRICA
606,428847600006,Who Should Be Treated? Empirical Welfare Maximization Methods for Treatment Choice,10.3982/ECTA13288,1,2,3,England,UCL,Dept Econ,"Kitagawa, Toru",ECONOMETRICA
607,428847600007,Identifying Long-Run Risks: A Bayesian Mixed-Frequency Approach,10.3982/ECTA14308,1,3,3,USA,Boston Coll,Dept Econ,"Song, Dongho",ECONOMETRICA
608,428847600007,Identifying Long-Run Risks: A Bayesian Mixed-Frequency Approach,10.3982/ECTA14308,1,3,3,USA,Univ Penn,Dept Econ,"Schorfheide, Frank",ECONOMETRICA
609,428847600007,Identifying Long-Run Risks: A Bayesian Mixed-Frequency Approach,10.3982/ECTA14308,1,3,3,USA,Univ Penn,Wharton Sch,"Yaron, Amir",ECONOMETRICA
610,428847600008,Optimal Inference in a Class of Regression Models,10.3982/ECTA14434,1,2,3,USA,Yale Univ,Dept Econ,"Armstrong, Timothy B.",ECONOMETRICA
611,428847600008,Optimal Inference in a Class of Regression Models,10.3982/ECTA14434,1,2,3,USA,Princeton Univ,Dept Econ,"Kolesar, Michal",ECONOMETRICA
612,428847600008,Optimal Inference in a Class of Regression Models,10.3982/ECTA14434,1,2,3,USA,Princeton Univ,Woodrow Wilson Sch,"Kolesar, Michal",ECONOMETRICA
613,428847600009,Inference Based on Structural Vector Autoregressions Identified With Sign and Zero Restrictions: Theory and Applications,10.3982/ECTA14468,1,3,4,USA,Fed Reserve Bank Philadelphia,,"Arias, Jonas E.",ECONOMETRICA
614,428847600009,Inference Based on Structural Vector Autoregressions Identified With Sign and Zero Restrictions: Theory and Applications,10.3982/ECTA14468,1,3,4,USA,Fed Reserve Bank Atlanta,,"Waggoner, Daniel F.",ECONOMETRICA
615,428847600009,Inference Based on Structural Vector Autoregressions Identified With Sign and Zero Restrictions: Theory and Applications,10.3982/ECTA14468,1,3,4,USA,Emory Univ,Dept Econ,"Rubio-Ramirez, Juan F.",ECONOMETRICA
616,428847600009,Inference Based on Structural Vector Autoregressions Identified With Sign and Zero Restrictions: Theory and Applications,10.3982/ECTA14468,1,3,4,USA,BBVA Res,,"Rubio-Ramirez, Juan F.",ECONOMETRICA
617,428847600009,Inference Based on Structural Vector Autoregressions Identified With Sign and Zero Restrictions: Theory and Applications,10.3982/ECTA14468,1,3,4,USA,Fed Reserve Bank Atlanta,,"Rubio-Ramirez, Juan F.",ECONOMETRICA
618,428847600010,Very Simple Markov-Perfect Industry Dynamics: Theory,10.3982/ECTA14060,3,4,7,Netherlands,Tilburg Univ,CentER,"Abbring, Jaap H.",ECONOMETRICA
619,428847600010,Very Simple Markov-Perfect Industry Dynamics: Theory,10.3982/ECTA14060,3,4,7,USA,CEPR,,"Abbring, Jaap H.",ECONOMETRICA
620,428847600010,Very Simple Markov-Perfect Industry Dynamics: Theory,10.3982/ECTA14060,3,4,7,USA,Univ Penn,Dept Econ,"Tilly, Jan",ECONOMETRICA
621,428847600010,Very Simple Markov-Perfect Industry Dynamics: Theory,10.3982/ECTA14060,3,4,7,Singapore,Natl Univ Singapore,Dept Mkt,"Yang, Nan",ECONOMETRICA
622,428847600010,Very Simple Markov-Perfect Industry Dynamics: Theory,10.3982/ECTA14060,3,4,7,Singapore,Natl Univ Singapore,Dept Strategy & Policy,"Yang, Nan",ECONOMETRICA
623,428847600010,Very Simple Markov-Perfect Industry Dynamics: Theory,10.3982/ECTA14060,3,4,7,USA,Fed Reserve Bank Chicago,Econ Res,"Campbell, Jeffrey R.",ECONOMETRICA
624,428847600010,Very Simple Markov-Perfect Industry Dynamics: Theory,10.3982/ECTA14060,3,4,7,Netherlands,Tilburg Univ,CentER,"Campbell, Jeffrey R.",ECONOMETRICA
625,428847600011,Estimating Semi-Parametric Panel Multinomial Choice Models Using Cyclic Monotonicity,10.3982/ECTA14115,2,3,4,USA,Univ Wisconsin Madison,Dept Econ,"Shi, Xiaoxia",ECONOMETRICA
626,428847600011,Estimating Semi-Parametric Panel Multinomial Choice Models Using Cyclic Monotonicity,10.3982/ECTA14115,2,3,4,Peoples R China,Xiamen Univ,Gregory & Paula Chow Ctr Econ Res GCCER,"Song, Wei",ECONOMETRICA
627,428847600011,Estimating Semi-Parametric Panel Multinomial Choice Models Using Cyclic Monotonicity,10.3982/ECTA14115,2,3,4,Peoples R China,Xiamen Univ,Dept Stat,"Song, Wei",ECONOMETRICA
628,428847600011,Estimating Semi-Parametric Panel Multinomial Choice Models Using Cyclic Monotonicity,10.3982/ECTA14115,2,3,4,USA,CALTECH,Div Humanities & Social Sci,"Shum, Matthew",ECONOMETRICA
629,428847600012,Estimating Both Supply and Demand Elasticities Using Variation in a Single Tax Rate,10.3982/ECTA15129,1,3,2,Norway,NHH Norwegian Sch Econ,Norwegian Ctr Taxat,"Gavrilova, Evelina",ECONOMETRICA
630,428847600012,Estimating Both Supply and Demand Elasticities Using Variation in a Single Tax Rate,10.3982/ECTA15129,1,3,2,Norway,NHH Norwegian Sch Econ,Dept Business & Management Sci,"Gavrilova, Evelina",ECONOMETRICA
631,428847600012,Estimating Both Supply and Demand Elasticities Using Variation in a Single Tax Rate,10.3982/ECTA15129,1,3,2,Norway,NHH Norwegian Sch Econ,Norwegian Ctr Taxat,"Zoutman, Floris T.",ECONOMETRICA
632,428847600012,Estimating Both Supply and Demand Elasticities Using Variation in a Single Tax Rate,10.3982/ECTA15129,1,3,2,Norway,NHH Norwegian Sch Econ,Dept Business & Management Sci,"Zoutman, Floris T.",ECONOMETRICA
633,428847600012,Estimating Both Supply and Demand Elasticities Using Variation in a Single Tax Rate,10.3982/ECTA15129,1,3,2,Norway,NHH Norwegian Sch Econ,Dept Business & Management Sci,"Hopland, Arnt O.",ECONOMETRICA
634,428847600012,Estimating Both Supply and Demand Elasticities Using Variation in a Single Tax Rate,10.3982/ECTA15129,1,3,2,Norway,NHH Norwegian Sch Econ,Norwegian Ctr Taxat,"Hopland, Arnt O.",ECONOMETRICA
635,440548700009,"Activism, Strategic Trading, and Liquidity",10.3982/ECTA14917,4,5,8,Sweden,Swedish House Finance,Stockholm Sch Econ,"Ljungqvist, Alexander",ECONOMETRICA
636,440548700009,"Activism, Strategic Trading, and Liquidity",10.3982/ECTA14917,4,5,8,USA,NBER,,"Ljungqvist, Alexander",ECONOMETRICA
637,440548700009,"Activism, Strategic Trading, and Liquidity",10.3982/ECTA14917,4,5,8,Peoples R China,City Univ Hong Kong,Dept Econ & Finance,"Li, Tao",ECONOMETRICA
638,440548700009,"Activism, Strategic Trading, and Liquidity",10.3982/ECTA14917,4,5,8,USA,Rice Univ,Jones Grad Sch Business,"Back, Kerry",ECONOMETRICA
639,440548700009,"Activism, Strategic Trading, and Liquidity",10.3982/ECTA14917,4,5,8,USA,Rice Univ,Dept Econ,"Back, Kerry",ECONOMETRICA
640,440548700009,"Activism, Strategic Trading, and Liquidity",10.3982/ECTA14917,4,5,8,USA,Boston Coll,Carroll Sch Management,"Fos, Vyacheslav",ECONOMETRICA
641,440548700009,"Activism, Strategic Trading, and Liquidity",10.3982/ECTA14917,4,5,8,Switzerland,Ecole Polytech Fed Lausanne,Swiss Finance Inst,"Collin-Dufresne, Pierre",ECONOMETRICA
642,440548700009,"Activism, Strategic Trading, and Liquidity",10.3982/ECTA14917,4,5,8,USA,CEPR,,"Collin-Dufresne, Pierre",ECONOMETRICA
643,434093400001,Long-Run Covariability,10.3982/ECTA15047,1,2,1,USA,Princeton Univ,Dept Econ,"Mueller, Ulrich K.",ECONOMETRICA
644,434093400001,Long-Run Covariability,10.3982/ECTA15047,1,2,1,USA,Princeton Univ,Dept Econ,"Watson, Mark W.",ECONOMETRICA
645,434093400002,Saving and Dissaving With Hyperbolic Discounting,10.3982/ECTA15112,1,2,2,USA,Georgetown Univ,Dept Econ,"Cao, Dan",ECONOMETRICA
646,434093400002,Saving and Dissaving With Hyperbolic Discounting,10.3982/ECTA15112,1,2,2,USA,MIT,Dept Econ,"Werning, Ivan",ECONOMETRICA
647,434093400003,Eliciting Temptation and Self-Control Through Menu Choices: A Lab Experiment,10.3982/ECTA14172,1,1,1,England,London Sch Econ,Dept Psychol & Behav Sci,"Toussaert, Severine",ECONOMETRICA
648,434093400004,The Welfare Effects of Vertical Integration in Multichannel Television Markets,10.3982/ECTA14031,2,4,5,Switzerland,Univ Zurich,Dept Econ,"Crawford, Gregory S.",ECONOMETRICA
649,434093400004,The Welfare Effects of Vertical Integration in Multichannel Television Markets,10.3982/ECTA14031,2,4,5,USA,MIT,Sloan Sch Management,"Whinston, Michael D.",ECONOMETRICA
650,434093400004,The Welfare Effects of Vertical Integration in Multichannel Television Markets,10.3982/ECTA14031,2,4,5,USA,MIT,Dept Econ,"Whinston, Michael D.",ECONOMETRICA
651,434093400004,The Welfare Effects of Vertical Integration in Multichannel Television Markets,10.3982/ECTA14031,2,4,5,USA,Stanford Univ,Grad Sch Business,"Yurukoglu, Ali",ECONOMETRICA
652,434093400004,The Welfare Effects of Vertical Integration in Multichannel Television Markets,10.3982/ECTA14031,2,4,5,USA,Harvard Univ,Dept Econ,"Lee, Robin S.",ECONOMETRICA
653,434093400005,Kernel-Based Semiparametric Estimators: Small Bandwidth Asymptotics and Bootstrap Consistency,10.3982/ECTA12701,1,2,4,USA,Univ Michigan,Dept Stat,"Cattaneo, Matias D.",ECONOMETRICA
654,434093400005,Kernel-Based Semiparametric Estimators: Small Bandwidth Asymptotics and Bootstrap Consistency,10.3982/ECTA12701,1,2,4,USA,Univ Michigan,Dept Econ,"Cattaneo, Matias D.",ECONOMETRICA
655,434093400005,Kernel-Based Semiparametric Estimators: Small Bandwidth Asymptotics and Bootstrap Consistency,10.3982/ECTA12701,1,2,4,USA,CREATES,,"Jansson, Michael",ECONOMETRICA
656,434093400005,Kernel-Based Semiparametric Estimators: Small Bandwidth Asymptotics and Bootstrap Consistency,10.3982/ECTA12701,1,2,4,USA,Univ Calif Berkeley,Dept Econ,"Jansson, Michael",ECONOMETRICA
657,434093400006,The Efficiency of Slacking off: Evidence From the Emergency Department,10.3982/ECTA13565,1,1,1,USA,Stanford Univ,,"Chan, David C.",ECONOMETRICA
658,434093400007,Really Uncertain Business Cycles,10.3982/ECTA10927,5,5,6,England,UCL,Dept Econ,"Saporta-Eksten, Itay",ECONOMETRICA
659,434093400007,Really Uncertain Business Cycles,10.3982/ECTA10927,5,5,6,Israel,Tel Aviv Univ,Dept Econ,"Saporta-Eksten, Itay",ECONOMETRICA
660,434093400007,Really Uncertain Business Cycles,10.3982/ECTA10927,5,5,6,India,McKinsey & Co Inc,Madras,"Floetotto, Max",ECONOMETRICA
661,434093400007,Really Uncertain Business Cycles,10.3982/ECTA10927,5,5,6,USA,Stanford Univ,Dept Econ,"Bloom, Nicholas",ECONOMETRICA
662,434093400007,Really Uncertain Business Cycles,10.3982/ECTA10927,5,5,6,Switzerland,Univ Zurich,Dept Econ,"Jaimovich, Nir",ECONOMETRICA
663,434093400007,Really Uncertain Business Cycles,10.3982/ECTA10927,5,5,6,USA,Boston Univ,Dept Econ,"Terry, Stephen J.",ECONOMETRICA
664,434093400008,Competing on Speed,10.3982/ECTA10762,2,2,4,England,Imperial Coll Business Sch,Dept Finance,"Pagnotta, Emiliano S.",ECONOMETRICA
665,434093400008,Competing on Speed,10.3982/ECTA10762,2,2,4,USA,Ctr Econ Policy Res,,"Philippon, Thomas",ECONOMETRICA
666,434093400008,Competing on Speed,10.3982/ECTA10762,2,2,4,USA,Ctr Econ Policy Res,,"Philippon, Thomas",ECONOMETRICA
667,434093400008,Competing on Speed,10.3982/ECTA10762,2,2,4,USA,NYU,Stern Sch Business,"Philippon, Thomas",ECONOMETRICA
668,440548700001,Strategic Trading in Informationally Complex Environments,10.3982/ECTA12635,1,3,3,USA,NBER,,"Ostrovsky, Michael",ECONOMETRICA
669,440548700001,Strategic Trading in Informationally Complex Environments,10.3982/ECTA12635,1,3,3,USA,Stanford Univ,Grad Sch Business,"Ostrovsky, Michael",ECONOMETRICA
670,440548700001,Strategic Trading in Informationally Complex Environments,10.3982/ECTA12635,1,3,3,USA,Stanford Univ,Grad Sch Business,"Lambert, Nicolas S.",ECONOMETRICA
671,440548700001,Strategic Trading in Informationally Complex Environments,10.3982/ECTA12635,1,3,3,USA,NYU,Dept Econ,"Panov, Mikhail",ECONOMETRICA
672,440548700002,Unrealistic Expectations and Misguided Learning,10.3982/ECTA14084,3,3,3,Germany,Heinrich Heine Univ Dusseldorf,Dusseldorf Inst Competit Econ,"Heidhues, Paul",ECONOMETRICA
673,440548700002,Unrealistic Expectations and Misguided Learning,10.3982/ECTA14084,3,3,3,USA,Univ Calif Berkeley,Dept Econ,"Strack, Philipp",ECONOMETRICA
674,440548700002,Unrealistic Expectations and Misguided Learning,10.3982/ECTA14084,3,3,3,Hungary,Cent European Univ,Dept Econ & Business,"Koszegi, Botond",ECONOMETRICA
675,440548700003,Learning and Type Compatibility in Signaling Games,10.3982/ECTA15085,1,2,2,USA,MIT,Dept Econ,"Fudenberg, Drew",ECONOMETRICA
676,440548700003,Learning and Type Compatibility in Signaling Games,10.3982/ECTA15085,1,2,2,USA,Harvard Univ,Dept Econ,"He, Kevin",ECONOMETRICA
677,440548700004,Consumer Search and Price Competition,10.3982/ECTA14837,2,3,3,USA,Univ Miami,Dept Econ,"Kim, Kyungmin",ECONOMETRICA
678,440548700004,Consumer Search and Price Competition,10.3982/ECTA14837,2,3,3,USA,Univ Calif Irvine,Dept Econ,"Choi, Michael",ECONOMETRICA
679,440548700004,Consumer Search and Price Competition,10.3982/ECTA14837,2,3,3,Peoples R China,Hong Kong Baptist Univ,Dept Econ,"Dai, Anovia Yifan",ECONOMETRICA
680,440548700005,The Implementation Duality,10.3982/ECTA13307,2,2,2,Switzerland,Univ Basel,Fac Business & Econ,"Noeldeke, Georg",ECONOMETRICA
681,440548700005,The Implementation Duality,10.3982/ECTA13307,2,2,2,USA,Yale Univ,Dept Econ,"Samuelson, Larry",ECONOMETRICA
682,440548700006,On Multiple Discount Rates,10.3982/ECTA14866,1,2,2,USA,CALTECH,Div Humanities & Social Sci,"Echenique, Federico",ECONOMETRICA
683,440548700006,On Multiple Discount Rates,10.3982/ECTA14866,1,2,2,USA,Georgetown Univ,Dept Econ,"Chambers, Christopher P.",ECONOMETRICA
684,440548700007,Dynamic Mixture-Averse Preferences,10.3982/ECTA12687,1,1,1,USA,Duke Univ,Dept Econ,"Sarver, Todd",ECONOMETRICA
685,440548700008,Risk Preferences and the Macroeconomic Announcement Premium,10.3982/ECTA14607,1,2,3,USA,Duke Univ,Fuqua Sch Business,"Bansal, Ravi",ECONOMETRICA
686,440548700008,Risk Preferences and the Macroeconomic Announcement Premium,10.3982/ECTA14607,1,2,3,USA,NBER,,"Bansal, Ravi",ECONOMETRICA
687,440548700008,Risk Preferences and the Macroeconomic Announcement Premium,10.3982/ECTA14607,1,2,3,USA,Univ Minnesota,Carlson Sch Management,"Ai, Hengjie",ECONOMETRICA
688,440548700010,Alternative Asymptotics for Cointegration Tests in Large VARs,10.3982/ECTA14649,2,2,2,Peoples R China,Univ Hong Kong,Dept Stat & Actuarial Sci,"Wang, Chen",ECONOMETRICA
689,440548700010,Alternative Asymptotics for Cointegration Tests in Large VARs,10.3982/ECTA14649,2,2,2,England,Univ Cambridge,Fac Econ,"Onatski, Alexei",ECONOMETRICA
690,440548700011,"A One Covariate at a Time, Multiple Testing Approach to Variable Selection in High-Dimensional Linear Regression Models",10.3982/ECTA14176,2,3,4,England,Kings Coll London,,"Kapetanios, G.",ECONOMETRICA
691,440548700011,"A One Covariate at a Time, Multiple Testing Approach to Variable Selection in High-Dimensional Linear Regression Models",10.3982/ECTA14176,2,3,4,USA,Fed Reserve Bank Dallas,,"Chudik, A.",ECONOMETRICA
692,440548700011,"A One Covariate at a Time, Multiple Testing Approach to Variable Selection in High-Dimensional Linear Regression Models",10.3982/ECTA14176,2,3,4,USA,Univ Southern Calif,,"Pesaran, M. Hashem",ECONOMETRICA
693,440548700011,"A One Covariate at a Time, Multiple Testing Approach to Variable Selection in High-Dimensional Linear Regression Models",10.3982/ECTA14176,2,3,4,England,Trinity Coll,,"Pesaran, M. Hashem",ECONOMETRICA
694,440548700012,Uncertainty Shocks in a Model of Effective Demand: Comment,10.3982/ECTA15405,3,3,4,Scotland,Univ St Andrews,Sch Econ & Finance,"de Groot, Oliver",ECONOMETRICA
695,440548700012,Uncertainty Shocks in a Model of Effective Demand: Comment,10.3982/ECTA15405,3,3,4,Germany,European Cent Bank,Monetary Anal Div,"de Groot, Oliver",ECONOMETRICA
696,440548700012,Uncertainty Shocks in a Model of Effective Demand: Comment,10.3982/ECTA15405,3,3,4,USA,Fed Reserve Bank Dallas,Res Dept,"Richter, Alexander W.",ECONOMETRICA
697,440548700012,Uncertainty Shocks in a Model of Effective Demand: Comment,10.3982/ECTA15405,3,3,4,USA,Coll William & Mary,Dept Econ,"Throckmorton, Nathaniel A.",ECONOMETRICA
698,440548700013,Uncertainty Shocks in a Model of Effective Demand: Reply,10.3982/ECTA16262,1,2,3,USA,Boston Coll,Econ Dept,"Basu, Susanto",ECONOMETRICA
699,440548700013,Uncertainty Shocks in a Model of Effective Demand: Reply,10.3982/ECTA16262,1,2,3,USA,NBER,,"Basu, Susanto",ECONOMETRICA
700,440548700013,Uncertainty Shocks in a Model of Effective Demand: Reply,10.3982/ECTA16262,1,2,3,USA,Fed Reserve Bank Kansas City,Econ Res Dept,"Bundick, Brent",ECONOMETRICA
701,450837000001,SOCIAL DISCOUNTING AND INTERGENERATIONAL PARETO,10.3982/ECTA15011,1,2,1,USA,Univ Michigan,Dept Econ,"Ke, Shaowei",ECONOMETRICA
702,450837000001,SOCIAL DISCOUNTING AND INTERGENERATIONAL PARETO,10.3982/ECTA15011,1,2,1,USA,Univ Michigan,Dept Econ,"Feng, Tangren",ECONOMETRICA
703,450837000002,ROBUST MECHANISMS UNDER COMMON VALUATION,10.3982/ECTA14993,1,1,1,Canada,Simon Fraser Univ,Dept Econ,"Du, Songzi",ECONOMETRICA
704,450837000003,USING INSTRUMENTAL VARIABLES FOR INFERENCE ABOUT POLICY RELEVANT TREATMENT PARAMETERS,10.3982/ECTA15463,1,3,4,USA,NBER,,"Mogstad, Magne",ECONOMETRICA
705,450837000003,USING INSTRUMENTAL VARIABLES FOR INFERENCE ABOUT POLICY RELEVANT TREATMENT PARAMETERS,10.3982/ECTA15463,1,3,4,USA,Univ Chicago,Dept Econ,"Mogstad, Magne",ECONOMETRICA
706,450837000003,USING INSTRUMENTAL VARIABLES FOR INFERENCE ABOUT POLICY RELEVANT TREATMENT PARAMETERS,10.3982/ECTA15463,1,3,4,USA,Univ Chicago,Dept Econ,"Torgovitsky, Alexander",ECONOMETRICA
707,450837000003,USING INSTRUMENTAL VARIABLES FOR INFERENCE ABOUT POLICY RELEVANT TREATMENT PARAMETERS,10.3982/ECTA15463,1,3,4,USA,Univ Calif Los Angeles,Dept Econ,"Santos, Andres",ECONOMETRICA
708,450837000004,EXPRESSIVE VOTING AND ITS COST: EVIDENCE FROM RUNOFFS WITH TWO OR THREE CANDIDATES,10.3982/ECTA15373,2,2,3,France,Ecole Polytech,CREST,"Tricaud, Clemence",ECONOMETRICA
709,450837000004,EXPRESSIVE VOTING AND ITS COST: EVIDENCE FROM RUNOFFS WITH TWO OR THREE CANDIDATES,10.3982/ECTA15373,2,2,3,USA,Harvard Sch Business,,"Pons, Vincent",ECONOMETRICA
710,450837000004,EXPRESSIVE VOTING AND ITS COST: EVIDENCE FROM RUNOFFS WITH TWO OR THREE CANDIDATES,10.3982/ECTA15373,2,2,3,USA,NBER,,"Pons, Vincent",ECONOMETRICA
711,450837000005,MARKET POWER AND THE LAFFER CURVE,10.3982/ECTA12307,1,3,5,USA,NBER,,"Seim, Katja",ECONOMETRICA
712,450837000005,MARKET POWER AND THE LAFFER CURVE,10.3982/ECTA12307,1,3,5,USA,Univ Penn,Wharton Sch,"Seim, Katja",ECONOMETRICA
713,450837000005,MARKET POWER AND THE LAFFER CURVE,10.3982/ECTA12307,1,3,5,USA,CEPR,,"Miravete, Eugenio J.",ECONOMETRICA
714,450837000005,MARKET POWER AND THE LAFFER CURVE,10.3982/ECTA12307,1,3,5,USA,Univ Texas Austin,Ctr Competit Policy,"Miravete, Eugenio J.",ECONOMETRICA
715,450837000005,MARKET POWER AND THE LAFFER CURVE,10.3982/ECTA12307,1,3,5,USA,Univ Notre Dame,Dept Econ,"Thurk, Jeff",ECONOMETRICA
716,450837000006,QUANTIFYING CONFIDENCE,10.3982/ECTA13079,3,3,3,Switzerland,Univ Bern,Dept Econ,"Dellas, Harris",ECONOMETRICA
717,450837000006,QUANTIFYING CONFIDENCE,10.3982/ECTA13079,3,3,3,France,Univ Toulouse Capitole,CNRS,"Collard, Fabrice",ECONOMETRICA
718,450837000006,QUANTIFYING CONFIDENCE,10.3982/ECTA13079,3,3,3,USA,MIT,Dept Econ,"Angeletos, George-Marios",ECONOMETRICA
719,450837000007,TRADING AND INFORMATION DIFFUSION IN OVER-THE-COUNTER MARKETS,10.3982/ECTA12043,2,2,2,England,London Sch Econ,Dept Finance,"Kondor, Peter",ECONOMETRICA
720,450837000007,TRADING AND INFORMATION DIFFUSION IN OVER-THE-COUNTER MARKETS,10.3982/ECTA12043,2,2,2,USA,Washington Univ,Dept Econ,"Babus, Ana",ECONOMETRICA
721,450837000008,OVERIDENTIFICATION IN REGULAR MODELS,10.3982/ECTA13559,1,2,2,USA,Univ Calif Los Angeles,Dept Econ,"Santos, Andres",ECONOMETRICA
722,450837000008,OVERIDENTIFICATION IN REGULAR MODELS,10.3982/ECTA13559,1,2,2,USA,Yale Univ,Cowles Fdn Res Econ,"Chen, Xiaohong",ECONOMETRICA
723,450837000009,NOTES AND COMMENTS CASCADING FAILURES IN PRODUCTION NETWORKS,10.3982/ECTA15280,1,1,1,USA,Univ Calif Los Angeles,Dept Econ,"Baqaee, David Rezza",ECONOMETRICA
724,450837000010,MEASURING AMBIGUITY ATTITUDES FOR ALL (NATURAL) EVENTS,10.3982/ECTA14370,2,4,3,Peoples R China,Shanghai Univ Finance & Econ,Sch Econ,"Huang, Zhenxing",ECONOMETRICA
725,450837000010,MEASURING AMBIGUITY ATTITUDES FOR ALL (NATURAL) EVENTS,10.3982/ECTA14370,2,4,3,Peoples R China,Minist Educ,Key Lab Math Econ SUFE,"Huang, Zhenxing",ECONOMETRICA
726,450837000010,MEASURING AMBIGUITY ATTITUDES FOR ALL (NATURAL) EVENTS,10.3982/ECTA14370,2,4,3,Netherlands,Erasmus Univ,Erasmus Sch Econ,"Wakker, Peter P.",ECONOMETRICA
727,450837000010,MEASURING AMBIGUITY ATTITUDES FOR ALL (NATURAL) EVENTS,10.3982/ECTA14370,2,4,3,Netherlands,Erasmus Univ,Erasmus Sch Econ,"Selim, Asli",ECONOMETRICA
728,450837000010,MEASURING AMBIGUITY ATTITUDES FOR ALL (NATURAL) EVENTS,10.3982/ECTA14370,2,4,3,Netherlands,Erasmus Univ,Erasmus Sch Econ,"Baillon, Aurelien",ECONOMETRICA
729,450837000011,GENERAL EQUILIBRIUM WITH UNCERTAINTY LOVING PREFERENCES,10.3982/ECTA14777,2,4,5,Brazil,IMPA,Rio De Janeiro,"Gama, Juan Pablo",ECONOMETRICA
730,450837000011,GENERAL EQUILIBRIUM WITH UNCERTAINTY LOVING PREFERENCES,10.3982/ECTA14777,2,4,5,Brazil,IMPA,Rio De Janeiro,"Araujo, Aloisio",ECONOMETRICA
